,train,val,test
0,slide_394,slide_57,slide_362
1,slide_380,patient_090_node_2,patient_007_node_1
2,patient_053_node_4,slide_46,slide_369
3,patient_084_node_0,patient_050_node_2,patient_010_node_2
4,slide_267,slide_7,patient_073_node_2
5,patient_039_node_1,slide_1,patient_006_node_3
6,slide_337,patient_075_node_0,patient_065_node_2
7,slide_169,patient_095_node_1,slide_103
8,,slide_51,patient_054_node_1
9,,patient_097_node_2,patient_070_node_1
10,,patient_096_node_1,patient_082_node_2
11,,patient_036_node_1,slide_153
12,,slide_122,slide_134
13,,patient_023_node_0,patient_045_node_2
14,,slide_392,patient_007_node_0
15,,slide_124,patient_063_node_1
16,,slide_35,slide_328
17,,patient_066_node_4,patient_085_node_0
18,,slide_159,patient_085_node_4
19,,slide_31,patient_049_node_3
20,,slide_292,patient_083_node_4
21,,patient_008_node_3,patient_042_node_0
22,,patient_058_node_4,slide_336
23,,patient_086_node_3,slide_37
24,,patient_000_node_0,slide_307
25,,patient_027_node_3,slide_288
26,,patient_078_node_1,patient_064_node_1
27,,slide_339,patient_004_node_3
28,,slide_83,patient_089_node_4
29,,slide_45,slide_158
30,,patient_050_node_0,patient_043_node_1
31,,patient_006_node_0,patient_066_node_0
32,,slide_293,patient_059_node_1
33,,patient_038_node_1,slide_19
34,,patient_055_node_0,patient_036_node_4
35,,patient_035_node_2,patient_055_node_1
36,,patient_054_node_0,slide_3
37,,patient_020_node_0,patient_075_node_1
38,,slide_139,slide_132
39,,patient_060_node_2,slide_50
40,,slide_84,patient_075_node_3
41,,patient_047_node_1,patient_037_node_2
42,,patient_033_node_4,slide_314
43,,slide_395,patient_019_node_4
44,,slide_357,patient_034_node_2
45,,patient_003_node_0,slide_59
46,,patient_007_node_2,slide_149
47,,slide_360,patient_071_node_0
48,,slide_24,slide_354
49,,slide_85,patient_053_node_3
50,,patient_090_node_0,patient_061_node_1
51,,patient_098_node_4,patient_002_node_3
52,,slide_70,patient_056_node_1
53,,slide_305,patient_090_node_1
54,,slide_322,patient_081_node_3
55,,patient_042_node_2,patient_025_node_0
56,,slide_334,slide_179
57,,patient_096_node_0,slide_219
58,,slide_374,patient_013_node_3
59,,slide_373,slide_368
60,,patient_006_node_4,patient_050_node_4
61,,patient_027_node_0,patient_019_node_0
62,,patient_063_node_0,slide_211
63,,patient_033_node_1,patient_018_node_2
64,,slide_377,slide_338
65,,slide_379,slide_256
66,,slide_213,patient_076_node_4
67,,slide_316,patient_029_node_1
68,,patient_032_node_1,slide_181
69,,patient_096_node_4,slide_171
70,,patient_033_node_2,patient_013_node_2
71,,patient_012_node_0,slide_252
72,,slide_183,slide_184
73,,slide_240,slide_340
74,,slide_239,slide_205
75,,slide_217,slide_187
76,,slide_197,slide_185
77,,patient_075_node_4,patient_019_node_3
78,,patient_051_node_4,patient_062_node_3
79,,slide_351,slide_192
80,,slide_266,slide_308
81,,patient_091_node_3,slide_225
82,,patient_077_node_2,patient_039_node_0
83,,patient_017_node_4,patient_026_node_1
84,,patient_086_node_4,patient_038_node_2
85,,slide_166,slide_163
86,,slide_236,patient_097_node_1
87,,slide_248,patient_010_node_0
88,,slide_318,patient_048_node_1
89,,slide_343,slide_382
