,train,val,test
0,42296,35197,52259
1,31033,42857,40888
2,16876,16325,52420
3,24563,54928,58974
4,32636,7482,38349
5,20882,52461,9658
6,10077,52375,7955
7,63429,36302,13526
8,4,58947,57696
9,15293,55287,38669
10,1774,26124,51832
11,34247,63897,54949
12,39258,30508,51021
13,40864,65371,39146
14,15583,43390,8713
15,2391,3055,9154
16,14312,3881,39365
17,49587,61797,2097
18,39252,19255,39425
19,5456,39893,1925
20,,6175,1252
21,,50932,20858
22,,39297,17365
23,,47984,49281
24,,16209,50712
25,,53059,43671
26,,32596,5307
27,,970,27739
28,,17637,1080
29,,13364,38097
30,,1295,5015
31,,63298,17854
32,,49872,33708
33,,9183,34688
34,,56500,39466
35,,38849,31793
36,,60936,5265
37,,52752,63121
38,,34822,31383
39,,3511,34690
40,,15671,46444
41,,35953,10800
42,,33984,7204
43,,32042,53859
44,,52108,21232
45,,14424,44700
46,,49942,14617
47,,40079,59900
48,,28562,3997
49,,42260,56993
50,,48502,56351
51,,34508,30868
