,train,val,test
0,47960,44283,27315
1,54928,52420,12442
2,31033,25928,5970
3,13987,63015,36063
4,16325,42549,1952
5,25923,1943,12222
6,29615,29915,40888
7,20205,4827,24563
8,47105,61961,40129
9,12522,30203,22155
10,22740,9341,46736
11,27851,2706,35652
12,63429,35592,48973
13,50246,20670,24991
14,48734,25792,31333
15,46688,43815,16986
16,36639,38097,61493
17,62641,19512,55281
18,34247,431,28393
19,1252,15209,52438
20,9509,39425,21432
21,44432,45104,51021
22,5992,27739,27249
23,6140,10896,27747
24,6898,28121,56843
25,13387,32035,60058
26,65022,706,46793
27,38849,4211,18896
28,38366,5251,36499
29,13568,46435,50932
30,38585,65371,26190
31,12244,30738,11417
32,56351,33976,2391
33,3997,11557,66
34,65094,34688,8985
35,34508,5852,33708
36,42260,19030,55279
37,2227,15912,52846
38,35792,3511,6363
39,39252,45630,38479
40,,45254,60928
41,,44962,64771
42,,43998,53900
43,,12902,38118
44,,53655,18810
45,,39269,3222
46,,61823,46444
47,,2666,53402
48,,49587,14312
49,,6582,56799
50,,5456,57265
51,,31297,30868
