,train,val,test
0,52931,17291,45990
1,64824,22290,25923
2,22489,31033,10548
3,40129,58947,54928
4,15486,9658,11263
5,28603,6449,26950
6,38687,18014,44976
7,60988,57598,57696
8,53900,56861,52375
9,38118,22425,42296
10,43280,61280,61493
11,18810,15293,8280
12,46444,35239,11559
13,32042,15221,9341
14,59002,36499,60058
15,24023,43390,29331
16,15871,24507,21432
17,20312,1252,5264
18,29200,19512,17365
19,64188,47984,34720
20,52784,1020,17174
21,10143,62641,39365
22,39990,28519,53059
23,32035,56221,24617
24,33708,30508,50878
25,39466,32596,48861
26,49872,4,20858
27,21260,65371,52438
28,38959,61033,20316
29,2391,24991,43432
30,11557,9697,1925
31,38849,19255,46736
32,46815,38585,54473
33,34508,10252,34277
34,2227,6898,39258
35,37307,8130,65022
36,39872,50246,40124
37,5456,55279,15671
38,30986,46688,40503
39,44530,52752,28736
40,,51215,14401
41,,61823,33984
42,,7490,50962
43,,30792,25604
44,,21232,11431
45,,60928,44700
46,,18138,15188
47,,44804,40079
48,,37190,14532
49,,3997,35792
50,,20329,31297
51,,65094,36678
