,train,val,test
0,5251,17291,45990
1,15871,22290,25923
2,50589,31033,10548
3,8713,58947,54928
4,26124,9658,11263
5,4963,6449,26950
6,39990,18014,44976
7,64629,57598,57696
8,38097,56861,52375
9,50712,22425,42296
10,6175,61280,61493
11,59589,15293,8280
12,14127,35239,11559
13,39893,15221,9341
14,4211,36499,60058
15,39144,43390,29331
16,33976,24507,21432
17,52612,1252,5264
18,3092,19512,17365
19,13568,47984,34720
20,25256,1020,17174
21,33708,62641,39365
22,57162,28519,53059
23,38366,56221,24617
24,49872,30508,50878
25,26862,32596,48861
26,39466,4,20858
27,38959,65371,52438
28,56500,61033,20316
29,281,24991,43432
30,9183,9697,1925
31,21303,19255,46736
32,10246,38585,54473
33,50048,10252,34277
34,8531,6898,39258
35,34690,8130,65022
36,30712,50246,40124
37,38479,55279,15671
38,32432,46688,40503
39,6793,52752,28736
40,18607,51215,14401
41,35909,61823,33984
42,19030,7490,50962
43,44232,30792,25604
44,43998,21232,11431
45,61320,60928,44700
46,45578,18138,15188
47,32042,44804,40079
48,26533,37190,14532
49,14051,3997,35792
50,15470,20329,31297
51,63165,65094,36678
52,12222,13987,18813
53,44581,3191,38687
54,29615,48506,55287
55,30272,53377,60988
56,46769,24563,4827
57,63015,43796,28603
58,64824,52461,62828
59,46543,22155,30369
60,17067,36063,32032
61,16876,1943,8279
62,12442,22489,26219
63,35197,6359,51346
64,21445,30203,1952
65,23523,38349,5970
66,56351,42857,13526
67,42260,39880,63289
68,14312,59515,7955
69,3084,40129,29915
70,56117,58974,45725
71,28562,7482,52420
72,9254,52259,52931
73,30986,40888,15231
74,56799,20205,42549
75,2227,15486,27315
76,46815,44603,21929
77,39252,25928,38669
78,38019,4877,44283
79,44530,42125,60685
80,,47960,16325
