,train,val,test
0,patient_035_node_2,patient_038_node_1,slide_349
1,patient_003_node_0,slide_5,slide_146
2,patient_083_node_2,slide_17,patient_078_node_1
3,patient_048_node_2,slide_51,slide_104
4,patient_034_node_1,patient_036_node_0,slide_375
5,patient_091_node_0,patient_071_node_4,patient_004_node_3
6,patient_053_node_1,patient_074_node_0,patient_063_node_1
7,patient_004_node_0,slide_94,patient_082_node_2
8,slide_179,slide_83,patient_006_node_3
9,patient_028_node_3,patient_054_node_0,slide_132
10,patient_005_node_3,patient_052_node_4,patient_008_node_1
11,slide_236,slide_350,slide_376
12,slide_170,slide_59,patient_037_node_0
13,patient_063_node_4,patient_055_node_4,patient_031_node_0
14,slide_320,patient_073_node_2,slide_110
15,patient_080_node_0,patient_056_node_4,patient_079_node_3
16,,patient_066_node_1,patient_062_node_4
17,,patient_058_node_3,patient_054_node_2
18,,patient_058_node_1,patient_087_node_4
19,,slide_57,patient_078_node_4
20,,slide_327,slide_314
21,,slide_79,slide_159
22,,patient_060_node_2,patient_049_node_4
23,,slide_155,slide_302
24,,slide_106,slide_275
25,,patient_083_node_0,slide_345
26,,slide_55,patient_056_node_1
27,,slide_378,patient_046_node_0
28,,patient_014_node_1,slide_73
29,,slide_44,patient_020_node_3
30,,patient_089_node_2,patient_015_node_3
31,,slide_125,patient_034_node_2
32,,slide_144,slide_149
33,,patient_068_node_3,slide_82
34,,slide_142,patient_070_node_2
35,,slide_133,patient_093_node_0
36,,slide_16,patient_035_node_0
37,,patient_049_node_0,patient_053_node_2
38,,slide_46,patient_059_node_2
39,,slide_32,patient_042_node_0
40,,slide_293,slide_148
41,,patient_085_node_3,patient_008_node_3
42,,patient_065_node_2,patient_079_node_4
43,,slide_372,patient_024_node_0
44,,slide_137,patient_030_node_2
45,,patient_002_node_2,patient_034_node_0
46,,patient_000_node_3,slide_11
47,,slide_87,slide_4
48,,patient_095_node_4,patient_033_node_4
49,,patient_074_node_1,slide_389
50,,patient_017_node_0,slide_313
51,,slide_92,patient_021_node_2
52,,patient_091_node_1,patient_070_node_4
53,,patient_030_node_1,slide_328
54,,slide_394,slide_99
55,,slide_289,patient_053_node_0
56,,patient_049_node_2,patient_097_node_4
57,,slide_246,slide_163
58,,slide_268,slide_187
59,,patient_062_node_1,patient_019_node_1
60,,patient_062_node_0,slide_390
61,,slide_240,patient_022_node_0
62,,slide_189,slide_239
63,,patient_070_node_3,patient_029_node_1
64,,slide_259,patient_024_node_1
65,,patient_017_node_4,slide_316
66,,slide_257,patient_075_node_4
67,,patient_018_node_2,patient_080_node_2
68,,slide_181,patient_017_node_1
69,,slide_321,patient_080_node_3
70,,slide_270,patient_072_node_0
71,,slide_195,patient_068_node_4
72,,slide_186,patient_091_node_2
73,,slide_256,patient_008_node_0
74,,patient_081_node_1,patient_027_node_2
75,,patient_051_node_4,patient_097_node_0
76,,patient_040_node_2,patient_048_node_1
77,,patient_091_node_4,slide_192
78,,patient_076_node_3,slide_297
79,,patient_045_node_0,slide_211
80,,slide_353,patient_084_node_2
81,,patient_021_node_1,slide_281
82,,slide_243,slide_374
83,,patient_016_node_1,slide_206
84,,patient_029_node_0,patient_006_node_2
85,,patient_081_node_4,slide_218
86,,slide_379,patient_063_node_0
87,,patient_022_node_4,slide_373
88,,slide_271,slide_169
89,,patient_028_node_2,patient_086_node_0
